127.0.0.1 - - [05/Sep/2015:21:26:23 +0800] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:46:43 +0800] "GET /DashBoard/status/getsystemstatus?org=spring&plane=B-FL01&start=1441296000000&end=1441382400000&optionalParams= HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:46:44 +0800] "GET /DashBoard/planeinfo/getplanelist?org=spring&page=1&rows=10 HTTP/1.1" 200 44
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:46:44 +0800] "GET /DashBoard/planeinfo/getflightlist?org=spring&plane=B-FL01&start=1440518400000&end=1441460804000 HTTP/1.1" 200 24779
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:47:41 +0800] "GET /DashBoard/usage/getbatteryusageinfo?org=spring&day=1440604800000 HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:47:54 +0800] "GET /DashBoard/usage/getbatteryusageinfo?org=spring&day=1440604800000 HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:12 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:14 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:16 +0800] "GET /DashBoard/planeinfo/getplanelist?org=spring&page=1&rows=10 HTTP/1.1" 200 44
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:29 +0800] "GET /DashBoard/pages/steward.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:29 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:30 +0800] "GET /DashBoard/js/steward.js HTTP/1.1" 200 3746
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:30 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:31 +0800] "GET /DashBoard/planeinfo/getplanelist?org=spring&page=1&rows=10 HTTP/1.1" 200 44
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:32 +0800] "GET /DashBoard/js/common.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:32 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:33 +0800] "GET /DashBoard/status/getplanelastheartbeatstatus?org=spring HTTP/1.1" 200 107
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:34 +0800] "GET /DashBoard/planeinfo/getplanelist?org=spring&page=1&rows=10 HTTP/1.1" 200 44
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:35 +0800] "GET /DashBoard/status/getifeupdowninfo?org=spring&plane=B-FL01&start=1441296000000&end=1441382400000&optionalParams= HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:35 +0800] "GET /DashBoard/status/getplanestatus?org=spring&plane=B-FL01&start=1441296000000&end=1441382400000&optionalParams= HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:35 +0800] "GET /DashBoard/status/getheartbeatrecord?org=spring&plane=B-FL01&start=1441296000000&end=1441382400000&optionalParams= HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:36 +0800] "GET /DashBoard/status/getplaneinfo?org=spring&plane=B-FL01&start=1441296000000&end=1441382400000&optionalParams= HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:37 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:37 +0800] "GET /DashBoard/action/getstewardloginoutinfo?org=spring&plane=B-9940&start=1440864000000&end=1441382400000 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:37 +0800] "GET /DashBoard/action/getstewardorderinfo?org=spring&plane=B-9940&start=1440864000000&end=1441382400000 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:38 +0800] "GET /DashBoard/status/getifeupdowninfo?org=spring&plane=B-FL01&start=1441296000000&end=1441382400000&optionalParams= HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:38 +0800] "GET /DashBoard/status/getplanestatus?org=spring&plane=B-FL01&start=1441296000000&end=1441382400000&optionalParams= HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:38 +0800] "GET /DashBoard/status/getheartbeatrecord?org=spring&plane=B-FL01&start=1441296000000&end=1441382400000&optionalParams= HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:39 +0800] "GET /DashBoard/status/getplaneinfo?org=spring&plane=B-FL01&start=1441296000000&end=1441382400000&optionalParams= HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:41 +0800] "GET /DashBoard/pages/resource.html HTTP/1.1" 200 21993
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:41 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:48 +0800] "GET /DashBoard/pages/start.html HTTP/1.1" 200 29777
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:48 +0800] "GET /DashBoard/js/start.js HTTP/1.1" 200 11493
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:48 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:50 +0800] "GET /DashBoard/planeinfo/getplanelist?org=spring&page=1&rows=10 HTTP/1.1" 200 44
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:51 +0800] "GET /DashBoard/status/getsystemstatus?org=spring&plane=B-FL01&start=1441296000000&end=1441382400000&optionalParams= HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:58 +0800] "GET /DashBoard/status/getsystemstatus?org=spring&plane=B-FL01&start=1441296000000&end=1441382400000&optionalParams= HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:59 +0800] "GET /DashBoard/pages/user.html HTTP/1.1" 200 28422
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:59 +0800] "GET /DashBoard/js/user.js HTTP/1.1" 200 3260
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:49:59 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:50:08 +0800] "GET /DashBoard/usage/getpadusageinfo?org=spring&plane=B-FL01&start=1441382400000&end=1441468799999 HTTP/1.1" 200 226
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:50:08 +0800] "GET /DashBoard/pages/orders.html HTTP/1.1" 200 31912
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:50:08 +0800] "GET /DashBoard/js/orders_detail.js HTTP/1.1" 200 2211
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:50:08 +0800] "GET /DashBoard/js/orders.js HTTP/1.1" 200 11731
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:50:08 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:50:36 +0800] "GET /DashBoard/pages/steward.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:50:36 +0800] "GET /DashBoard/pages/visit.html HTTP/1.1" 200 29830
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:50:36 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:50:36 +0800] "GET /DashBoard/bower_components/bootstrap-social/bootstrap-social.css HTTP/1.1" 200 20554
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:50:36 +0800] "GET /DashBoard/js/visit.js HTTP/1.1" 200 2135
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:50:36 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:51:12 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:51:16 +0800] "GET /DashBoard/usage/getbatteryusageinfo?org=spring&day=1440604800000 HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:52:17 +0800] "GET /DashBoard/usage/getpadusageinfo?org=spring&plane=B-FL01&start=1440864000000&end=1441468799999 HTTP/1.1" 200 1511
0:0:0:0:0:0:0:1 - - [05/Sep/2015:21:52:33 +0800] "GET /DashBoard/usage/getbatteryusageinfo?org=spring&day=1440604800000 HTTP/1.1" 200 233
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:08:03 +0800] "GET /DashBoard/js/login.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:08:03 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:08:06 +0800] "GET /DashBoard/su/login?username=&password= HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:09:07 +0800] "GET /DashBoard/su/login?username=&password= HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:09:08 +0800] "GET /DashBoard/su/login?username=&password= HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:09:09 +0800] "GET /DashBoard/su/login?username=&password= HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:09:09 +0800] "GET /DashBoard/su/login?username=&password= HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:09:09 +0800] "GET /DashBoard/su/login?username=&password= HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:09:09 +0800] "GET /DashBoard/su/login?username=&password= HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:09:10 +0800] "GET /DashBoard/su/login?username=&password= HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:09:10 +0800] "GET /DashBoard/su/login?username=&password= HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:09:14 +0800] "GET /DashBoard/su/login?username=1689361669%40qq.com&password=1 HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:09:15 +0800] "GET /DashBoard/su/login?username=1689361669%40qq.com&password=1 HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:09:15 +0800] "GET /DashBoard/su/login?username=1689361669%40qq.com&password=1 HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:09:15 +0800] "GET /DashBoard/su/login?username=1689361669%40qq.com&password=1 HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:10:55 +0800] "GET /DashBoard/pages/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:10:55 +0800] "GET /DashBoard/bower_components/bootstrap/dist/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:10:55 +0800] "GET /DashBoard/bower_components/metisMenu/dist/metisMenu.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:10:55 +0800] "GET /DashBoard/bower_components/font-awesome/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:10:55 +0800] "GET /DashBoard/dist/css/sb-admin-2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:10:55 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:10:55 +0800] "GET /DashBoard/bower_components/bootstrap/dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:10:55 +0800] "GET /DashBoard/bower_components/metisMenu/dist/metisMenu.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:10:55 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.md5.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:10:55 +0800] "GET /DashBoard/dist/js/sb-admin-2.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:10:55 +0800] "GET /DashBoard/js/login.js HTTP/1.1" 200 2291
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:10:55 +0800] "GET /DashBoard/images/logo_login.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:10:55 +0800] "GET /DashBoard/images/login_bg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:10:55 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:10:57 +0800] "GET /DashBoard/su/login?username=&password= HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:11:04 +0800] "GET /DashBoard/su/login?username=1&password=1 HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:11:17 +0800] "GET /DashBoard/pages/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:11:17 +0800] "GET /DashBoard/bower_components/bootstrap/dist/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:11:17 +0800] "GET /DashBoard/bower_components/metisMenu/dist/metisMenu.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:11:17 +0800] "GET /DashBoard/dist/css/sb-admin-2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:11:17 +0800] "GET /DashBoard/bower_components/font-awesome/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:11:17 +0800] "GET /DashBoard/bower_components/bootstrap/dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:11:17 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.md5.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:11:17 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:11:17 +0800] "GET /DashBoard/images/logo_login.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:11:17 +0800] "GET /DashBoard/js/login.js HTTP/1.1" 200 2275
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:11:17 +0800] "GET /DashBoard/bower_components/metisMenu/dist/metisMenu.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:11:17 +0800] "GET /DashBoard/dist/js/sb-admin-2.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:11:17 +0800] "GET /DashBoard/images/login_bg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:11:17 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:11:21 +0800] "GET /DashBoard/su/login?username=4&password= HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:11:24 +0800] "GET /DashBoard/su/login?username=4&password=4 HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:11:28 +0800] "GET /DashBoard/su/login?username=4&password=4 HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:11:30 +0800] "GET /DashBoard/su/login?username=4&password=4 HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:11:45 +0800] "GET /DashBoard/su/login?username=test&password=4lk!2015 HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:12:06 +0800] "GET /DashBoard/su/login?username=test&password=4lk!2015 HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:12:10 +0800] "GET /DashBoard/su/login?username=test&password=4lk!2015 HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:12:38 +0800] "GET /DashBoard/su/login?username=test&password=4lk!2015 HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:07 +0800] "GET /DashBoard/su/login?username=test&password=4lk!2015 HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:18 +0800] "GET /DashBoard/su/login?username=test&password=4lk!2015 HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:20 +0800] "GET /DashBoard/pages/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:20 +0800] "GET /DashBoard/dist/css/sb-admin-2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:20 +0800] "GET /DashBoard/bower_components/bootstrap/dist/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:20 +0800] "GET /DashBoard/bower_components/font-awesome/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:20 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.md5.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:20 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:20 +0800] "GET /DashBoard/bower_components/metisMenu/dist/metisMenu.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:20 +0800] "GET /DashBoard/bower_components/bootstrap/dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:20 +0800] "GET /DashBoard/dist/js/sb-admin-2.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:20 +0800] "GET /DashBoard/bower_components/metisMenu/dist/metisMenu.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:20 +0800] "GET /DashBoard/js/login.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:20 +0800] "GET /DashBoard/images/logo_login.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:20 +0800] "GET /DashBoard/images/login_bg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:20 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:22 +0800] "GET /DashBoard/su/login?username=&password= HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:26 +0800] "GET /DashBoard/pages/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:26 +0800] "GET /DashBoard/bower_components/metisMenu/dist/metisMenu.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:26 +0800] "GET /DashBoard/bower_components/bootstrap/dist/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:26 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:26 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.md5.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:26 +0800] "GET /DashBoard/dist/css/sb-admin-2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:26 +0800] "GET /DashBoard/bower_components/font-awesome/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:26 +0800] "GET /DashBoard/bower_components/bootstrap/dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:26 +0800] "GET /DashBoard/dist/js/sb-admin-2.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:26 +0800] "GET /DashBoard/bower_components/metisMenu/dist/metisMenu.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:26 +0800] "GET /DashBoard/js/login.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:26 +0800] "GET /DashBoard/images/logo_login.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:26 +0800] "GET /DashBoard/images/login_bg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:26 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:34 +0800] "GET /DashBoard/su/login?username=test&password=Flk!2015 HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:34 +0800] "GET /DashBoard/js/common.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:34 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:35 +0800] "GET /DashBoard/planeinfo/getplanelist?org=spring&page=1&rows=10 HTTP/1.1" 200 44
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:13:35 +0800] "GET /DashBoard/planeinfo/getflightlist?org=spring&plane=B-FL01&start=1440518400000&end=1441462415000 HTTP/1.1" 200 24779
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:15:59 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:16:01 +0800] "GET /DashBoard/planeinfo/getplanelist?org=spring&page=1&rows=10 HTTP/1.1" 200 44
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:16:17 +0800] "GET /DashBoard/usage/getpadusageinfo?org=spring&plane=B-FL01&start=1441382400000&end=1441468799999 HTTP/1.1" 200 226
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:16:57 +0800] "GET /DashBoard/usage/getpadusageinfo?org=spring&plane=B-FL01&start=1440864000000&end=1441468799999 HTTP/1.1" 200 1511
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:22:49 +0800] "GET /DashBoard/pages/start.html HTTP/1.1" 200 29805
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:22:49 +0800] "GET /DashBoard/bower_components/bootstrap/dist/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:22:49 +0800] "GET /DashBoard/bower_components/metisMenu/dist/metisMenu.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:22:49 +0800] "GET /DashBoard/bower_components/datatables-responsive/css/dataTables.responsive.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:22:49 +0800] "GET /DashBoard/dist/css/sb-admin-2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:22:49 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:22:49 +0800] "GET /DashBoard/bower_components/daterangepicker/daterangepicker-bs3.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:22:49 +0800] "GET /DashBoard/bower_components/datetimepicker/bootstrap-datetimepicker.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:22:49 +0800] "GET /DashBoard/dist/js/sb-admin-2.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:22:49 +0800] "GET /DashBoard/bower_components/bootstrap/dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:22:49 +0800] "GET /DashBoard/bower_components/datetimepicker/bootstrap-datetimepicker.zh-CN.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:22:49 +0800] "GET /DashBoard/bower_components/daterangepicker/moment.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:22:49 +0800] "GET /DashBoard/bower_components/daterangepicker/daterangepicker.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:22:49 +0800] "GET /DashBoard/js/common.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:22:49 +0800] "GET /DashBoard/bower_components/font-awesome/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:22:49 +0800] "GET /DashBoard/bower_components/datetimepicker/bootstrap-datetimepicker.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:22:49 +0800] "GET /DashBoard/js/start.js HTTP/1.1" 200 11637
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:22:49 +0800] "GET /DashBoard/bower_components/metisMenu/dist/metisMenu.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:22:49 +0800] "GET /DashBoard/dist/chart/echarts-all.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:22:50 +0800] "GET /DashBoard/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:22:50 +0800] "GET /DashBoard/bower_components/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:22:51 +0800] "GET /DashBoard/planeinfo/getplanelist?org=spring&page=1&rows=10 HTTP/1.1" 200 44
0:0:0:0:0:0:0:1 - - [05/Sep/2015:22:22:59 +0800] "GET /DashBoard/usage/getpadusageinfo?org=spring&plane=B-FL01&start=1441382400000&end=1441468799999 HTTP/1.1" 200 226
